SP_CODE,SCIENTIFIC_NAME,COMMON_NAME,ADULT,SIZE,SIZE_MIN_REF,SIZE_MAX_REF,GROUP,SURVEY,GUILD,SUBSTRATE_TYPE,MOBILITY,GROWTH_MORPH,WORMS_NAME,APHIAID,RANK,TAXON_KINGDOM,TAXON_PHYLUM,TAXON_CLASS,TAXON_ORDER,TAXON_FAMILY,TAXON_GENUS,TAXON_FORMER_GENUS,TAXON_FORMER_SPECIES
PAST,Paracyathus stearnsii,Brown Cup Coral,PAST,.,0.5,2,INVERT,QUAD,PLANKTIVORE,HARD,SESSILE,SOLITARY,Paracyathus stearnsii,286830,Species,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Paracyathus,.,.
PAST,Paracyathus stearnsii,Brown Cup Coral,PAST,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,SOLITARY,Paracyathus stearnsii,286830,Species,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Paracyathus,.,.
PCLA,Paralabrax clathratus,Kelp Bass,PCLA,.,4,70,FISH,FISH,MACROCARNIVORE,HARD,MOBILE,SOLITARY,Paralabrax clathratus,282054,Species,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Paralabrax,.,.
PNEB,Paralabrax nebulifer,Barred Sandbass,PNEB,.,4,65,FISH,FISH,MACROCARNIVORE,HARD,MOBILE,SOLITARY,Paralabrax nebulifer,282059,Species,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Paralabrax,.,.
PCAL,Paralichthys californicus,California Halibut,PCAL,.,10,105,FISH,FISH,MACROCARNIVORE,SOFT,MOBILE,SOLITARY,Paralichthys californicus,275809,Species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,.,.
PACA,Parapholas californica,Scaleside Piddock,PACA,.,0.1,4.5,INVERT,QUAD,PLANKTIVORE,HARD,SESSILE,SOLITARY,Parapholas californica,507009,Species,Animalia,Mollusca,Bivalvia,Myida,Pholadidae,Parapholas,.,.
PACA,Parapholas californica,Scaleside Piddock,PACA,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,SOLITARY,Parapholas californica,507009,Species,Animalia,Mollusca,Bivalvia,Myida,Pholadidae,Parapholas,.,.
AML,Patiria miniata,Bat Star,AML,adult (>=2.5cm),2.5,21,INVERT,SWATH,MESOCARNIVORE,HARD,MOBILE,SOLITARY,Patiria miniata,382131,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,Asterina,miniata
AMLD,Patiria miniata,Bat Star Wasting Disease,AML,.,.,.,INVERT,SWATH,MESOCARNIVORE,HARD,MOBILE,SOLITARY,Patiria miniata,382131,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,Asterina,miniata
AMS,Patiria miniata,Bat Star,AML,juvenile (<2.5cm),1,2.49,INVERT,QUAD,MESOCARNIVORE,HARD,MOBILE,SOLITARY,Patiria miniata,382131,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,Asterina,miniata
UBB,Unidentifiable small brown blade,Unidentified brown blade - not a unique species,UBB,.,.,.,ALGAE,DETRITUS,PRODUCER,HARD,SESSILE,SOLITARY,Phaeophyceae,830,Class,Chromista,Ochrophyta,Phaeophyceae,.,.,.,.,.
UBB,Unidentifiable small brown blade,Unidentified brown blade - not a unique species,UBB,.,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,SOLITARY,Phaeophyceae,830,Class,Chromista,Ochrophyta,Phaeophyceae,.,.,.,.,.
PFUR,Phanerodon furcatus,White Surfperch,PFUR,.,4,40,FISH,FISH,MICROCARNIVORE,HARD,MOBILE,SOLITARY,Phanerodon furcatus,240730,Species,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Phanerodon,.,.
PLAB,Phidolopora labiata,Lattice-Work Bryozoan,PLAB,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,AGGREGATED,Phidolopora labiata,711852,Species,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Phidoloporidae,Phidolopora,.,.
PU,Pholadidae,Pholad Unidentified,PU,.,0.1,3,INVERT,QUAD,PLANKTIVORE,HARD,SESSILE,SOLITARY,Pholadidae,252,Family,Animalia,Mollusca,Bivalvia,Myida,Pholadidae,.,.,.
PU,Pholadidae,Pholad Unidentified,PU,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,SOLITARY,Pholadidae,252,Family,Animalia,Mollusca,Bivalvia,Myida,Pholadidae,.,.,.
PHOR,Phoronis ijimai,Phoronid,PHOR,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,AGGREGATED,Phoronis ijimai,237586,Species,Animalia,Phoronida,.,.,Phoronidae,Phoronis,.,.
PA,Phragmatopoma californica,Colonial Sand Tube Worm,PA,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,AGGREGATED,Phragmatopoma californica,334501,Species,Animalia,Annelida,Polychaeta,.,Sabellariidae,Phragmatopoma,.,.
PHSE,Phycodrys setchellii,.,PHSE,.,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,SOLITARY,Phycodrys setchellii,372630,Species,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Phycodrys,.,.
PHSP,Actinostella californica,Sand Anemone,PHSP,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,AGGREGATED,Actinostella californica,289353,Species,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Actinostella,.,.
PHTO,Phyllospadix torreyi,Surfgrass,PHTO,.,.,.,PLANT,DETRITUS,PRODUCER,HARD,SESSILE,AGGREGATED,Phyllospadix torreyi,374709,Species,Plantae,Tracheophyta,Magnoliopsida,Alismatales,Cymodoceaceae,Phyllospadix,.,.
PHTO,Phyllospadix torreyi,Surfgrass,PHTO,.,.,.,PLANT,UPC,PRODUCER,HARD,SESSILE,AGGREGATED,Phyllospadix torreyi,374709,Species,Plantae,Tracheophyta,Magnoliopsida,Alismatales,Cymodoceaceae,Phyllospadix,.,.
PISP,Pikea spp.,.,PISP,.,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,SOLITARY,Pikea,144034,Genus,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Pikea,.,.
PBL,Pisaster brevispinus,Short Spined Sea Star,PBL,adult (>=2.5cm),2.5,50,INVERT,SWATH,MESOCARNIVORE,HARD,MOBILE,SOLITARY,Pisaster brevispinus,240757,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,.,.
PBS,Pisaster brevispinus,Short Spined Sea Star,PBL,juvenile (<2.5cm),1,2.5,INVERT,QUAD,MESOCARNIVORE,HARD,MOBILE,SOLITARY,Pisaster brevispinus,240757,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,.,.
PGL,Pisaster giganteus,Giant Spined Sea Star,PGL,adult (>=2.5cm),2.5,57,INVERT,SWATH,MESOCARNIVORE,HARD,MOBILE,SOLITARY,Pisaster giganteus,240758,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,.,.
PGLD,Pisaster giganteus,Giant Spined Sea Star Wasting Disease,PGL,adult (>=2.5cm),.,.,INVERT,SWATH,MESOCARNIVORE,HARD,MOBILE,SOLITARY,Pisaster giganteus,240758,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,.,.
PGS,Pisaster giganteus,Giant Spined Sea Star,PGL,juvenile (<2.5cm),1,2.5,INVERT,QUAD,MESOCARNIVORE,HARD,MOBILE,SOLITARY,Pisaster giganteus,240758,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,.,.
POL,Pisaster ochraceus,Ochre sea star,POL,adult (>=2.5cm),2.5,50,INVERT,SWATH,MESOCARNIVORE,HARD,MOBILE,SOLITARY,Pisaster ochraceus,240755,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,.,.
POS,Pisaster ochraceus,Ochre Sea Star,POL,juvenile (<2.5cm),1,2.5,INVERT,QUAD,MESOCARNIVORE,HARD,MOBILE,SOLITARY,Pisaster ochraceus,240755,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,.,.
PIEL,Pista elongata,.,PIEL,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,SOLITARY,Pista elongata,330759,Species,Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,Pista,.,.
TDL,Plantae,Terrestrial detritus leaves,.,.,.,.,PLANT,DETRITUS,PRODUCER,.,.,.,Plantae,3,Kingdom,Plantae,.,.,.,.,.,.,.
TDS,Plantae,Terrestrial detritus sticks,.,.,.,.,PLANT,DETRITUS,PRODUCER,.,.,.,Plantae,3,Kingdom,Plantae,.,.,.,.,.,.,.
PLTR,Platyrhinoidis triseriata,Thornback Ray,PLTR,.,.,.,FISH,FISH,MACROCARNIVORE,SOFT,MOBILE,SOLITARY,Platyrhinoidis triseriata,282280,Species,Animalia,Chordata,Elasmobranchii,Rajiformes,Rhinobatidae,Platyrhinoidis,.,.
PTRY,Platyrhinoidis triseriata,Thornback guitarfish ,PTRY,.,30,120,FISH,FISH,MACROCARNIVORE,SOFT,MOBILE,SOLITARY,Platyrhinoidis triseriata,282280,Species,Animalia,Chordata,Elasmobranchii,Rajiformes,Rhinobatidae,Platyrhinoidis,.,.
PLCA,Plocamium cartilagineum,.,PLCA,.,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,SOLITARY,Plocamium cartilagineum,145782,Species,Plantae,Rhodophyta,Florideophyceae,Plocamiales,Plocamiaceae,Plocamium,.,.
PLUM,Plumularia spp.,Hydroid,PLUM,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,AGGREGATED,Plumularia,117196,Genus,Animalia,Cnidaria,Hydrozoa,Leptothecata,Plumulariidae,Plumularia,.,.
POPL,Polyclinum planum,Elephant Ear Tunicate,POPL,.,2,18,INVERT,QUAD,PLANKTIVORE,HARD,SESSILE,SOLITARY,Polyclinum planum,251110,Species,Animalia,Chordata,Ascidiacea,Aplousobranchia,Polyclinidae,Polyclinum,.,.
POPL,Polyclinum planum,Elephant Ear Tunicate,POPL,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,SOLITARY,Polyclinum planum,251110,Species,Animalia,Chordata,Ascidiacea,Aplousobranchia,Polyclinidae,Polyclinum,.,.
POLA,Polyneura latissima,.,POLA,.,.,.,ALGAE,DETRITUS,PRODUCER,HARD,SESSILE,AGGREGATED,Polyneura latissima,372634,Species,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Polyneura,.,.
POLA,Polyneura latissima,.,POLA,.,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,AGGREGATED,Polyneura latissima,372634,Species,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Polyneura,.,.
PONO,Porichthys notatus,Plainfin Midshipman,PONO,.,20,30,FISH,FISH,MESOCARNIVORE,SOFT,MOBILE,SOLITARY,Porichthys notatus,275658,Species,Animalia,Chordata,Actinopterygii,Batrachoidiformes,Batrachoididae,Porichthys,.,.
HIP,Primavelans mexicana,Southern Fluted Bryozoan,HIP,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,AGGREGATED,Primavelans mexicana,472024,Species,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Pacificincolidae,Primavelans,Hippodiplosia,insculpta
PL,Prionitis lanceolata,.,PL,.,.,.,ALGAE,DETRITUS,PRODUCER,HARD,SESSILE,SOLITARY,Prionitis lanceolata,496247,Species,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Prionitis,.,.
PL,Prionitis lanceolata,.,PL,.,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,SOLITARY,Prionitis lanceolata,496247,Species,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Prionitis,.,.
PRSP,Prionitis linearis,.,PRSP,.,.,.,ALGAE,DETRITUS,PRODUCER,HARD,SESSILE,SOLITARY,Prionitis linearis,213821,Species,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Prionitis,.,.
PRSP,Prionitis linearis,.,PRSP,.,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,SOLITARY,Prionitis linearis,213821,Species,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Prionitis,.,.
RPRO,Pseudobatos productus,Shovelnose Guitarfish,RPRO,.,7,110,FISH,FISH,MACROCARNIVORE,SOFT,MOBILE,SOLITARY,Pseudobatos productus,1043469,Species,Animalia,Chordata,Elasmobranchii,Rajiformes,Rhinobatidae,Pseudobatos,.,.
PTTR,Pteropurpura trialata,Three-Winged Murex,PTTR,.,1,8,INVERT,QUAD,MICROCARNIVORE,HARD,MOBILE,SOLITARY,Pteropurpura trialata,743650,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Pteropurpura,.,.
PTDE,Symphyocladiella dendroidea,.,PTDE,.,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,SOLITARY,Symphyocladiella dendroidea,1356824,Species,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Symphyocladiella,Pterosiphonia, dendroidia
PH,Pterygophora californica,.,PTCA,holdfast,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,SOLITARY,Pterygophora californica,240750,Species,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,Pterygophora,.,.
PTCA,Pterygophora californica,Palm Kelp,PTCA,adult stipe(>20 cm lgth >0.5 cm diam),.,.,ALGAE,DETRITUS,PRODUCER,HARD,SESSILE,SOLITARY,Pterygophora californica,240750,Species,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,Pterygophora,.,.
PTCA,Pterygophora californica,Palm Kelp,PTCA,adult stipe(>20 cm lgth >0.5 cm diam),0,28,ALGAE,SWATH,PRODUCER,HARD,SESSILE,SOLITARY,Pterygophora californica,240750,Species,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,Pterygophora,.,.
PTJ,Pterygophora californica,.,PTCA,juvenile(<20 cm stipe length ),.,.,ALGAE,DETRITUS,PRODUCER,HARD,SESSILE,SOLITARY,Pterygophora californica,240750,Species,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,Pterygophora,.,.
PTJ,Pterygophora californica,.,PTCA,juvenile(<20 cm stipe length ),.,.,ALGAE,QUAD,PRODUCER,HARD,SESSILE,SOLITARY,Pterygophora californica,240750,Species,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,Pterygophora,.,.
PTL,Pterygophora californica,.,PTCA,subadult (>20 cm stipe length < 0.5cm diam),.,.,ALGAE,DETRITUS,PRODUCER,HARD,SESSILE,SOLITARY,Pterygophora californica,240750,Species,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,Pterygophora,.,.
PTL,Pterygophora californica,.,PTCA,subadult (>20 cm stipe length < 0.5cm diam),.,.,ALGAE,QUAD,PRODUCER,HARD,SESSILE,SOLITARY,Pterygophora californica,240750,Species,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,Pterygophora,.,.
PUPR,Pugettia producta,Kelp Crab,PUPR,.,2,12,INVERT,SWATH,GRAZER,HARD,MOBILE,SOLITARY,Pugettia producta,240780,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Pugettia,.,.
PYST,Pycnoclavella stanleyi,Yellow Social Tunicate,PYST,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,AGGREGATED,Pycnoclavella stanleyi,251245,Species,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Pycnoclavella,.,.
PHL,Pycnopodia helianthoides,Sunflower Sea Star,PHL,adult (>=2.5cm),2.5,60,INVERT,SWATH,MESOCARNIVORE,HARD,MOBILE,SOLITARY,Pycnopodia helianthoides,240764,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,.,.
PHS,Pycnopodia helianthoides,Sunflower Sea Star,PHL,juvenile (<2.5cm),1,2.5,INVERT,QUAD,MESOCARNIVORE,HARD,MOBILE,SOLITARY,Pycnopodia helianthoides,240764,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,.,.
REKO,Renilla koellikeri,Sea Pansy,REKO,.,.,.,INVERT,QUAD,PLANKTIVORE,SOFT,SESSILE,SOLITARY,Renilla koellikeri,290961,Species,Animalia,Cnidaria,Anthozoa,Pennatulacea,Renillidae,Renilla,.,.
REKO,Renilla koellikeri,Sea Pansy,REKO,.,.,.,INVERT,UPC,PLANKTIVORE,SOFT,SESSILE,SOLITARY,Renilla koellikeri,290961,Species,Animalia,Cnidaria,Anthozoa,Pennatulacea,Renillidae,Renilla,.,.
RTOX,Rhacochilus toxotes,Rubberlip Surfperch,RTOX,.,10,45,FISH,FISH,MESOCARNIVORE,HARD,MOBILE,SOLITARY,Rhacochilus toxotes,282575,Species,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Rhacochilus,.,.
DVAC,Rhacochilus vacca,Pile Surfperch,DVAC,.,4,45,FISH,FISH,MESOCARNIVORE,HARD,MOBILE,SOLITARY,Rhacochilus vacca,282576,Species,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Rhacochilus,Damalichthys,vacca
CNIC,Rhinogobiops nicholsii,Blackeye Goby,CNIC,.,1,18,FISH,CRYPTIC FISH,MICROCARNIVORE,HARD,MOBILE,SOLITARY,Rhinogobiops nicholsii,282580,Species,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops,Coryphopterus,nicholsii
BR,Halymenia spp.; Schizymenia pacifica,Blady red,BR,.,.,.,ALGAE,DETRITUS,PRODUCER,HARD,SESSILE,AGGREGATED,Florideophyceae,368670,Class,Plantae,Rhodophyta,Florideophyceae,.,.,.,.,.
BR,Halymenia spp.; Schizymenia pacifica,Blady red,BR,.,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,AGGREGATED,Florideophyceae,368670,Class,Plantae,Rhodophyta,Florideophyceae,.,.,.,.,.
BRA,Unidentifiable Branching Red Alga,Branching red alga - not a unique species,BRA,.,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,AGGREGATED,Rhodophyta,852,Phylum (Division),Plantae,Rhodophyta,.,.,.,.,.,.
ER,Hildenbrandia spp.,Encrusting red algae,ER,.,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,SOLITARY,Hildenbrandia,144191,Genus,Plantae,Rhodophyta,Florideophyceae,Hildenbrandiales,Hildenbrandiaceae,Hildenbrandia,.,.
FR,Rhodophyta,filamentous red,FR,.,.,.,ALGAE,DETRITUS,PRODUCER,HARD,SESSILE,AGGREGATED,Rhodophyta,852,Phylum (Division),Plantae,Rhodophyta,.,.,.,.,.,.
FR,Rhodophyta,filamentous red,FR,.,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,AGGREGATED,Rhodophyta,852,Phylum (Division),Plantae,Rhodophyta,.,.,.,.,.,.
RAT,small Ceramiaceae spp.,Red algal turf,RAT,.,.,.,ALGAE,DETRITUS,PRODUCER,HARD,SESSILE,AGGREGATED,Ceramiaceae,143671,Family,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,.,.,.
RAT,small Ceramiaceae spp.,Red algal turf,RAT,.,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,AGGREGATED,Ceramiaceae,143671,Family,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,.,.,.
UEC,Amphiroa beauvoisii,.,UEC,.,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,AGGREGATED,Amphiroa beauvoisii,145097,Species,Plantae,Rhodophyta,Florideophyceae,Corallinales,Lithophyllaceae,Amphiroa,.,.
R,Rhodymenia californica,.,R,.,.,.,ALGAE,DETRITUS,PRODUCER,HARD,SESSILE,AGGREGATED,Rhodymenia californica,372654,Species,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,Rhodymenia,.,.
R,Rhodymenia californica,.,R,.,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,AGGREGATED,Rhodymenia californica,372654,Species,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,Rhodymenia,.,.
RP,Rhodymenia pacifica,.,RP,.,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,AGGREGATED,Rhodymenia pacifica,372653,Species,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,Rhodymenia,.,.
SABW,Sabellidae spp.,Sabellid Wom,SABW,.,.,.,INVERT,QUAD,PLANKTIVORE,HARD,SESSILE,SOLITARY,Sabellidae,985,Family,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,.,.,.
SABW,Sabellidae spp.,Sabellid Wom,SABW,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,SOLITARY,Sabellidae,985,Family,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,.,.,.
ST,Salmacina tribranchiata,Fragile Tube Worm,ST,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,AGGREGATED,Salmacina tribranchiata,334720,Species,Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,Salmacina,.,.
SAFU,Sarcodiotheca furcata,.,SAFU,.,.,.,ALGAE,DETRITUS,PRODUCER,HARD,SESSILE,AGGREGATED,Sarcodiotheca furcata,372759,Species,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,Sarcodiotheca,.,.
SAFU,Sarcodiotheca furcata,.,SAFU,.,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,AGGREGATED,Sarcodiotheca furcata,372759,Species,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,Sarcodiotheca,.,.
SAGA,Sarcodiotheca gaudichaudii,.,SAGA,.,.,.,ALGAE,DETRITUS,PRODUCER,HARD,SESSILE,AGGREGATED,Sarcodiotheca gaudichaudii,372656,Species,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,Sarcodiotheca,.,.
SAGA,Sarcodiotheca gaudichaudii,.,SAGA,.,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,AGGREGATED,Sarcodiotheca gaudichaudii,372656,Species,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,Sarcodiotheca,.,.
SAHO,Sargassum horneri,.,SAHO,Adult (> 5cm height),.,.,ALGAE,DETRITUS,PRODUCER,HARD,SESSILE,SOLITARY,Sargassum horneri,494853,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,.,.
SAHO,Sargassum horneri,.,SAHO,Adult (> 5cm height),3,50,ALGAE,QUAD,PRODUCER,HARD,SESSILE,SOLITARY,Sargassum horneri,494853,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,.,.
SAHO,Sargassum horneri,.,SAHO,Adult (> 5cm height),.,.,ALGAE,SWATH,PRODUCER,HARD,SESSILE,SOLITARY,Sargassum horneri,494853,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,.,.
SAHO,Sargassum horneri,.,SAHO,cover of adult or juvenile basal structures,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,SOLITARY,Sargassum horneri,494853,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,.,.
SHJ,Sargassum horneri,.,SAHO,juvenile(<5cm height),.,.,ALGAE,QUAD,PRODUCER,HARD,SESSILE,SOLITARY,Sargassum horneri,494853,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,.,.
SAMU,Sargassum muticum,Wire-weed,SAMU,Adult (> 5cm height),.,.,ALGAE,DETRITUS,PRODUCER,HARD,SESSILE,SOLITARY,Sargassum muticum,494791,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,.,.
SAMU,Sargassum muticum,Wire-weed,SAMU,Adult (> 5cm height),3,150,ALGAE,QUAD,PRODUCER,HARD,SESSILE,SOLITARY,Sargassum muticum,494791,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,.,.
SAMU,Sargassum muticum,Wire-weed,SAMU,Adult (> 5cm height),3,150,ALGAE,SWATH,PRODUCER,HARD,SESSILE,SOLITARY,Sargassum muticum,494791,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,.,.
SAMU,Sargassum muticum,Wire-weed,SAMU,cover of adult or juvenile basal structures,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,SOLITARY,Sargassum muticum,494791,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,.,.
SMJ,Sargassum muticum,Wire-weed,SAMU,juvenile(<5cm height),.,.,ALGAE,QUAD,PRODUCER,HARD,SESSILE,SOLITARY,Sargassum muticum,494791,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,.,.
SCCA,Scinaia confusa,.,SCCA,.,.,.,ALGAE,DETRITUS,PRODUCER,HARD,SESSILE,AGGREGATED,Scinaia confusa,372659,Species,Plantae,Rhodophyta,Florideophyceae,Nemaliales,Scinaiaceae,Scinaia,.,.
SCCA,Scinaia confusa,.,SCCA,.,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,AGGREGATED,Scinaia confusa,372659,Species,Plantae,Rhodophyta,Florideophyceae,Nemaliales,Scinaiaceae,Scinaia,.,.
SGUT,Scorpaena guttata,California Scorpionfish,SGUT,.,5,35,FISH,FISH,MESOCARNIVORE,HARD,MOBILE,SOLITARY,Scorpaena guttata,274713,Species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,.,.
SMAR,Scorpaenichthys marmoratus,Cabezon,SMAR,.,5,70,FISH,FISH,MESOCARNIVORE,HARD,MOBILE,SOLITARY,Scorpaenichthys marmoratus,282726,Species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Scorpaenichthys,.,.
SELO,Scytosiphon lomentaria,.,SELO,.,.,.,ALGAE,QUAD,PRODUCER,HARD,SESSILE,AGGREGATED,Scytosiphon lomentaria,145869,Species,Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Scytosiphon,.,.
SELO,Scytosiphon lomentaria,.,SELO,.,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,AGGREGATED,Scytosiphon lomentaria,145869,Species,Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Scytosiphon,.,.
SCSP,Unidentified YOY Sebastes,Young of Year Rockfish,SCSP,.,2,40,FISH,FISH,MICROCARNIVORE,HARD,MOBILE,SOLITARY,Sebastes,126175,Genus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,.,.
SATR,Sebastes atrovirens,Kelp Rockfish,SATR,.,5,40,FISH,FISH,MESOCARNIVORE,HARD,MOBILE,SOLITARY,Sebastes atrovirens,274772,Species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,.,.
SAUR,Sebastes auriculatus,Brown Rockfish,SAUR,.,3,41,FISH,FISH,MESOCARNIVORE,HARD,MOBILE,SOLITARY,Sebastes auriculatus,274773,Species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,.,.
