site,date_GMT,Mean_Hs_m,Max_Hs_m,latitude,longitude,datetime,month,year
CARP,2013-12-21,0.53,0.65,34.3916319,-119.5416933,2013-12-21,12,2013
CARP,2013-12-22,0.44,0.51,34.3916319,-119.5416933,2013-12-22,12,2013
CARP,2013-12-23,0.56,0.72,34.3916319,-119.5416933,2013-12-23,12,2013
CARP,2013-12-24,0.57,0.68,34.3916319,-119.5416933,2013-12-24,12,2013
CARP,2013-12-25,0.4,0.49,34.3916319,-119.5416933,2013-12-25,12,2013
CARP,2013-12-26,0.32,0.35,34.3916319,-119.5416933,2013-12-26,12,2013
CARP,2013-12-27,0.34,0.4,34.3916319,-119.5416933,2013-12-27,12,2013
CARP,2013-12-28,0.45,0.57,34.3916319,-119.5416933,2013-12-28,12,2013
CARP,2013-12-29,0.55,0.62,34.3916319,-119.5416933,2013-12-29,12,2013
CARP,2013-12-30,0.48,0.52,34.3916319,-119.5416933,2013-12-30,12,2013
CARP,2013-12-31,0.51,0.6,34.3916319,-119.5416933,2013-12-31,12,2013
CARP,2014-01-01,0.61,0.73,34.3916319,-119.5416933,2014-01-01,1,2014
CARP,2014-01-02,0.5,0.61,34.3916319,-119.5416933,2014-01-02,1,2014
CARP,2014-01-03,0.4,0.44,34.3916319,-119.5416933,2014-01-03,1,2014
CARP,2014-01-04,0.44,0.48,34.3916319,-119.5416933,2014-01-04,1,2014
CARP,2014-01-05,0.4,0.46,34.3916319,-119.5416933,2014-01-05,1,2014
CARP,2014-01-06,0.26,0.4,34.3916319,-119.5416933,2014-01-06,1,2014
CARP,2014-01-07,0.34,0.47,34.3916319,-119.5416933,2014-01-07,1,2014
CARP,2014-01-08,0.56,0.63,34.3916319,-119.5416933,2014-01-08,1,2014
CARP,2014-01-09,0.55,0.63,34.3916319,-119.5416933,2014-01-09,1,2014
CARP,2014-01-10,0.63,0.77,34.3916319,-119.5416933,2014-01-10,1,2014
CARP,2014-01-11,0.62,0.7,34.3916319,-119.5416933,2014-01-11,1,2014
CARP,2014-01-12,0.76,0.88,34.3916319,-119.5416933,2014-01-12,1,2014
CARP,2014-01-13,0.77,1.01,34.3916319,-119.5416933,2014-01-13,1,2014
CARP,2014-01-14,0.55,0.64,34.3916319,-119.5416933,2014-01-14,1,2014
CARP,2014-01-15,0.45,0.5,34.3916319,-119.5416933,2014-01-15,1,2014
CARP,2014-01-16,0.33,0.4,34.3916319,-119.5416933,2014-01-16,1,2014
CARP,2014-01-17,0.24,0.3,34.3916319,-119.5416933,2014-01-17,1,2014
CARP,2014-01-18,0.27,0.36,34.3916319,-119.5416933,2014-01-18,1,2014
CARP,2014-01-19,0.52,0.63,34.3916319,-119.5416933,2014-01-19,1,2014
CARP,2014-01-20,0.7,0.82,34.3916319,-119.5416933,2014-01-20,1,2014
CARP,2014-01-21,0.9,0.99,34.3916319,-119.5416933,2014-01-21,1,2014
CARP,2014-01-22,0.83,0.97,34.3916319,-119.5416933,2014-01-22,1,2014
CARP,2014-01-23,0.78,0.94,34.3916319,-119.5416933,2014-01-23,1,2014
CARP,2014-01-24,0.7,0.8,34.3916319,-119.5416933,2014-01-24,1,2014
CARP,2014-01-25,0.95,1.23,34.3916319,-119.5416933,2014-01-25,1,2014
CARP,2014-01-26,0.94,1.08,34.3916319,-119.5416933,2014-01-26,1,2014
CARP,2014-01-27,1.03,1.35,34.3916319,-119.5416933,2014-01-27,1,2014
CARP,2014-01-28,0.98,1.09,34.3916319,-119.5416933,2014-01-28,1,2014
CARP,2014-01-29,0.95,1.07,34.3916319,-119.5416933,2014-01-29,1,2014
CARP,2014-01-30,0.89,1.15,34.3916319,-119.5416933,2014-01-30,1,2014
CARP,2014-01-31,0.69,0.84,34.3916319,-119.5416933,2014-01-31,1,2014
CARP,2014-02-01,0.56,0.85,34.3916319,-119.5416933,2014-02-01,2,2014
CARP,2014-02-02,0.45,0.75,34.3916319,-119.5416933,2014-02-02,2,2014
CARP,2014-02-03,0.49,0.79,34.3916319,-119.5416933,2014-02-03,2,2014
CARP,2014-02-04,0.84,1.0,34.3916319,-119.5416933,2014-02-04,2,2014
CARP,2014-02-05,0.62,0.74,34.3916319,-119.5416933,2014-02-05,2,2014
CARP,2014-02-06,0.52,0.64,34.3916319,-119.5416933,2014-02-06,2,2014
CARP,2014-02-07,0.66,0.75,34.3916319,-119.5416933,2014-02-07,2,2014
CARP,2014-02-08,0.57,0.65,34.3916319,-119.5416933,2014-02-08,2,2014
CARP,2014-02-09,0.59,0.68,34.3916319,-119.5416933,2014-02-09,2,2014
CARP,2014-02-10,0.76,0.82,34.3916319,-119.5416933,2014-02-10,2,2014
CARP,2014-02-11,0.64,0.79,34.3916319,-119.5416933,2014-02-11,2,2014
CARP,2014-02-12,0.57,0.63,34.3916319,-119.5416933,2014-02-12,2,2014
CARP,2014-02-13,0.56,0.64,34.3916319,-119.5416933,2014-02-13,2,2014
CARP,2014-02-14,0.63,0.68,34.3916319,-119.5416933,2014-02-14,2,2014
CARP,2014-02-15,0.56,0.74,34.3916319,-119.5416933,2014-02-15,2,2014
CARP,2014-02-16,0.59,0.72,34.3916319,-119.5416933,2014-02-16,2,2014
CARP,2014-02-17,0.75,0.96,34.3916319,-119.5416933,2014-02-17,2,2014
CARP,2014-02-18,0.93,1.08,34.3916319,-119.5416933,2014-02-18,2,2014
CARP,2014-02-19,0.82,0.95,34.3916319,-119.5416933,2014-02-19,2,2014
CARP,2014-02-20,0.91,1.06,34.3916319,-119.5416933,2014-02-20,2,2014
CARP,2014-02-21,0.77,0.86,34.3916319,-119.5416933,2014-02-21,2,2014
CARP,2014-02-22,0.71,0.76,34.3916319,-119.5416933,2014-02-22,2,2014
CARP,2014-02-23,0.64,0.73,34.3916319,-119.5416933,2014-02-23,2,2014
CARP,2014-02-24,0.5,0.63,34.3916319,-119.5416933,2014-02-24,2,2014
CARP,2014-02-25,0.36,0.43,34.3916319,-119.5416933,2014-02-25,2,2014
CARP,2014-02-26,0.34,0.7,34.3916319,-119.5416933,2014-02-26,2,2014
CARP,2014-02-27,0.81,1.02,34.3916319,-119.5416933,2014-02-27,2,2014
CARP,2014-02-28,0.79,0.95,34.3916319,-119.5416933,2014-02-28,2,2014
CARP,2014-03-01,1.68,3.32,34.3916319,-119.5416933,2014-03-01,3,2014
CARP,2014-03-02,1.79,2.75,34.3916319,-119.5416933,2014-03-02,3,2014
CARP,2014-03-03,0.7,0.91,34.3916319,-119.5416933,2014-03-03,3,2014
CARP,2014-03-04,0.68,0.89,34.3916319,-119.5416933,2014-03-04,3,2014
CARP,2014-03-05,1.05,1.22,34.3916319,-119.5416933,2014-03-05,3,2014
CARP,2014-03-06,0.87,1.0,34.3916319,-119.5416933,2014-03-06,3,2014
CARP,2014-03-07,1.0,1.06,34.3916319,-119.5416933,2014-03-07,3,2014
CARP,2014-03-08,0.94,1.21,34.3916319,-119.5416933,2014-03-08,3,2014
CARP,2014-03-09,0.56,0.68,34.3916319,-119.5416933,2014-03-09,3,2014
CARP,2014-03-10,0.61,0.84,34.3916319,-119.5416933,2014-03-10,3,2014
CARP,2014-03-11,0.74,0.9,34.3916319,-119.5416933,2014-03-11,3,2014
CARP,2014-03-12,0.47,0.62,34.3916319,-119.5416933,2014-03-12,3,2014
CARP,2014-03-13,0.42,0.45,34.3916319,-119.5416933,2014-03-13,3,2014
CARP,2014-03-14,0.54,0.7,34.3916319,-119.5416933,2014-03-14,3,2014
CARP,2014-03-15,0.56,0.77,34.3916319,-119.5416933,2014-03-15,3,2014
CARP,2014-03-16,0.51,0.61,34.3916319,-119.5416933,2014-03-16,3,2014
CARP,2014-03-17,0.94,1.4,34.3916319,-119.5416933,2014-03-17,3,2014
CARP,2014-03-18,0.95,1.43,34.3916319,-119.5416933,2014-03-18,3,2014
CARP,2014-03-19,0.55,0.65,34.3916319,-119.5416933,2014-03-19,3,2014
CARP,2014-03-20,0.41,0.46,34.3916319,-119.5416933,2014-03-20,3,2014
CARP,2014-03-21,0.56,0.65,34.3916319,-119.5416933,2014-03-21,3,2014
CARP,2014-03-22,0.57,0.74,34.3916319,-119.5416933,2014-03-22,3,2014
CARP,2014-03-23,0.49,0.54,34.3916319,-119.5416933,2014-03-23,3,2014
CARP,2014-03-24,0.54,0.75,34.3916319,-119.5416933,2014-03-24,3,2014
CARP,2014-03-25,0.46,0.62,34.3916319,-119.5416933,2014-03-25,3,2014
CARP,2014-03-26,0.76,0.86,34.3916319,-119.5416933,2014-03-26,3,2014
CARP,2014-03-27,0.87,1.03,34.3916319,-119.5416933,2014-03-27,3,2014
CARP,2014-03-28,0.78,1.09,34.3916319,-119.5416933,2014-03-28,3,2014
CARP,2014-03-29,0.56,0.69,34.3916319,-119.5416933,2014-03-29,3,2014
CARP,2014-03-30,0.79,0.98,34.3916319,-119.5416933,2014-03-30,3,2014
CARP,2014-03-31,0.77,1.04,34.3916319,-119.5416933,2014-03-31,3,2014
CARP,2014-10-01,0.85,1.01,34.3916319,-119.5416933,2014-10-01,10,2014
CARP,2014-10-02,0.59,0.79,34.3916319,-119.5416933,2014-10-02,10,2014
CARP,2014-10-03,0.47,0.51,34.3916319,-119.5416933,2014-10-03,10,2014
CARP,2014-10-04,0.43,0.47,34.3916319,-119.5416933,2014-10-04,10,2014
CARP,2014-10-05,0.42,0.44,34.3916319,-119.5416933,2014-10-05,10,2014
CARP,2014-10-06,0.45,0.54,34.3916319,-119.5416933,2014-10-06,10,2014
CARP,2014-10-07,0.51,0.57,34.3916319,-119.5416933,2014-10-07,10,2014
CARP,2014-10-08,0.53,0.64,34.3916319,-119.5416933,2014-10-08,10,2014
CARP,2014-10-09,0.39,0.45,34.3916319,-119.5416933,2014-10-09,10,2014
CARP,2014-10-10,0.4,0.42,34.3916319,-119.5416933,2014-10-10,10,2014
CARP,2014-10-11,0.49,0.6,34.3916319,-119.5416933,2014-10-11,10,2014
CARP,2014-10-12,0.7,0.81,34.3916319,-119.5416933,2014-10-12,10,2014
CARP,2014-10-13,0.69,0.8,34.3916319,-119.5416933,2014-10-13,10,2014
CARP,2014-10-14,0.63,0.76,34.3916319,-119.5416933,2014-10-14,10,2014
CARP,2014-10-15,0.48,0.63,34.3916319,-119.5416933,2014-10-15,10,2014
CARP,2014-10-16,0.53,0.61,34.3916319,-119.5416933,2014-10-16,10,2014
CARP,2014-10-17,0.72,0.81,34.3916319,-119.5416933,2014-10-17,10,2014
CARP,2014-10-18,0.68,1.09,34.3916319,-119.5416933,2014-10-18,10,2014
CARP,2014-10-19,0.87,1.2,34.3916319,-119.5416933,2014-10-19,10,2014
CARP,2014-10-20,0.68,0.77,34.3916319,-119.5416933,2014-10-20,10,2014
CARP,2014-10-21,0.83,0.94,34.3916319,-119.5416933,2014-10-21,10,2014
CARP,2014-10-22,0.89,1.24,34.3916319,-119.5416933,2014-10-22,10,2014
CARP,2014-10-23,0.6,0.7,34.3916319,-119.5416933,2014-10-23,10,2014
CARP,2014-10-24,0.5,0.57,34.3916319,-119.5416933,2014-10-24,10,2014
CARP,2014-10-25,0.44,0.61,34.3916319,-119.5416933,2014-10-25,10,2014
CARP,2014-10-26,0.84,0.94,34.3916319,-119.5416933,2014-10-26,10,2014
CARP,2014-10-27,0.77,1.07,34.3916319,-119.5416933,2014-10-27,10,2014
CARP,2014-10-28,0.54,0.66,34.3916319,-119.5416933,2014-10-28,10,2014
CARP,2014-10-29,0.42,0.47,34.3916319,-119.5416933,2014-10-29,10,2014
CARP,2014-10-30,0.4,0.45,34.3916319,-119.5416933,2014-10-30,10,2014
CARP,2014-10-31,0.42,0.48,34.3916319,-119.5416933,2014-10-31,10,2014
CARP,2014-11-01,0.51,0.73,34.3916319,-119.5416933,2014-11-01,11,2014
CARP,2014-11-02,0.85,0.94,34.3916319,-119.5416933,2014-11-02,11,2014
CARP,2014-11-03,0.64,0.87,34.3916319,-119.5416933,2014-11-03,11,2014
CARP,2014-11-04,0.45,0.47,34.3916319,-119.5416933,2014-11-04,11,2014
CARP,2014-11-05,0.39,0.44,34.3916319,-119.5416933,2014-11-05,11,2014
CARP,2014-11-06,0.33,0.41,34.3916319,-119.5416933,2014-11-06,11,2014
CARP,2014-11-07,0.32,0.4,34.3916319,-119.5416933,2014-11-07,11,2014
CARP,2014-11-08,0.37,0.42,34.3916319,-119.5416933,2014-11-08,11,2014
CARP,2014-11-09,0.37,0.41,34.3916319,-119.5416933,2014-11-09,11,2014
CARP,2014-11-10,0.43,0.5,34.3916319,-119.5416933,2014-11-10,11,2014
CARP,2014-11-11,0.44,0.49,34.3916319,-119.5416933,2014-11-11,11,2014
CARP,2014-11-12,0.4,0.45,34.3916319,-119.5416933,2014-11-12,11,2014
CARP,2014-11-13,0.48,0.64,34.3916319,-119.5416933,2014-11-13,11,2014
CARP,2014-11-14,0.71,0.94,34.3916319,-119.5416933,2014-11-14,11,2014
CARP,2014-11-15,0.86,1.04,34.3916319,-119.5416933,2014-11-15,11,2014
CARP,2014-11-16,0.68,0.87,34.3916319,-119.5416933,2014-11-16,11,2014
CARP,2014-11-17,0.45,0.54,34.3916319,-119.5416933,2014-11-17,11,2014
CARP,2014-11-18,0.33,0.39,34.3916319,-119.5416933,2014-11-18,11,2014
CARP,2014-11-19,0.38,0.92,34.3916319,-119.5416933,2014-11-19,11,2014
CARP,2014-11-20,0.96,1.25,34.3916319,-119.5416933,2014-11-20,11,2014
CARP,2014-11-21,0.6,0.67,34.3916319,-119.5416933,2014-11-21,11,2014
CARP,2014-11-22,0.59,0.86,34.3916319,-119.5416933,2014-11-22,11,2014
CARP,2014-11-23,0.72,0.93,34.3916319,-119.5416933,2014-11-23,11,2014
CARP,2014-11-24,0.61,0.68,34.3916319,-119.5416933,2014-11-24,11,2014
CARP,2014-11-25,0.54,0.65,34.3916319,-119.5416933,2014-11-25,11,2014
CARP,2014-11-26,0.39,0.53,34.3916319,-119.5416933,2014-11-26,11,2014
CARP,2014-11-27,0.25,0.29,34.3916319,-119.5416933,2014-11-27,11,2014
CARP,2014-11-28,0.38,0.65,34.3916319,-119.5416933,2014-11-28,11,2014
CARP,2014-11-29,0.55,0.76,34.3916319,-119.5416933,2014-11-29,11,2014
CARP,2014-11-30,0.52,0.57,34.3916319,-119.5416933,2014-11-30,11,2014
CARP,2014-12-01,0.52,0.6,34.3916319,-119.5416933,2014-12-01,12,2014
CARP,2014-12-02,0.34,0.44,34.3916319,-119.5416933,2014-12-02,12,2014
CARP,2014-12-03,0.81,1.08,34.3916319,-119.5416933,2014-12-03,12,2014
CARP,2014-12-04,0.81,1.04,34.3916319,-119.5416933,2014-12-04,12,2014
CARP,2014-12-05,0.45,0.55,34.3916319,-119.5416933,2014-12-05,12,2014
CARP,2014-12-06,0.39,0.48,34.3916319,-119.5416933,2014-12-06,12,2014
CARP,2014-12-07,0.44,0.63,34.3916319,-119.5416933,2014-12-07,12,2014
CARP,2014-12-08,0.54,0.62,34.3916319,-119.5416933,2014-12-08,12,2014
CARP,2014-12-09,0.85,0.98,34.3916319,-119.5416933,2014-12-09,12,2014
CARP,2014-12-10,0.88,0.97,34.3916319,-119.5416933,2014-12-10,12,2014
CARP,2014-12-11,0.83,0.91,34.3916319,-119.5416933,2014-12-11,12,2014
CARP,2014-12-12,1.35,1.65,34.3916319,-119.5416933,2014-12-12,12,2014
CARP,2014-12-13,1.29,1.41,34.3916319,-119.5416933,2014-12-13,12,2014
CARP,2014-12-14,1.03,1.28,34.3916319,-119.5416933,2014-12-14,12,2014
CARP,2014-12-15,0.57,0.69,34.3916319,-119.5416933,2014-12-15,12,2014
CARP,2014-12-16,0.86,0.97,34.3916319,-119.5416933,2014-12-16,12,2014
CARP,2014-12-17,0.92,1.0,34.3916319,-119.5416933,2014-12-17,12,2014
CARP,2014-12-18,0.76,0.95,34.3916319,-119.5416933,2014-12-18,12,2014
CARP,2014-12-19,0.64,0.76,34.3916319,-119.5416933,2014-12-19,12,2014
CARP,2014-12-20,0.63,0.89,34.3916319,-119.5416933,2014-12-20,12,2014
CARP,2014-12-21,0.95,1.05,34.3916319,-119.5416933,2014-12-21,12,2014
CARP,2014-12-22,0.8,0.99,34.3916319,-119.5416933,2014-12-22,12,2014
CARP,2014-12-23,0.67,0.72,34.3916319,-119.5416933,2014-12-23,12,2014
CARP,2014-12-24,0.6,0.67,34.3916319,-119.5416933,2014-12-24,12,2014
CARP,2014-12-25,0.85,0.96,34.3916319,-119.5416933,2014-12-25,12,2014
CARP,2014-12-26,0.68,0.83,34.3916319,-119.5416933,2014-12-26,12,2014
CARP,2014-12-27,0.43,0.52,34.3916319,-119.5416933,2014-12-27,12,2014
CARP,2014-12-28,0.3,0.32,34.3916319,-119.5416933,2014-12-28,12,2014
CARP,2014-12-29,0.36,0.4,34.3916319,-119.5416933,2014-12-29,12,2014
CARP,2014-12-30,0.61,0.8,34.3916319,-119.5416933,2014-12-30,12,2014
CARP,2014-12-31,0.47,0.63,34.3916319,-119.5416933,2014-12-31,12,2014
CARP,2015-01-01,0.33,0.4,34.3916319,-119.5416933,2015-01-01,1,2015
CARP,2015-01-02,0.24,0.28,34.3916319,-119.5416933,2015-01-02,1,2015
CARP,2015-01-03,0.23,0.25,34.3916319,-119.5416933,2015-01-03,1,2015
CARP,2015-01-04,0.2,0.22,34.3916319,-119.5416933,2015-01-04,1,2015
CARP,2015-01-05,0.27,0.29,34.3916319,-119.5416933,2015-01-05,1,2015
CARP,2015-01-06,0.24,0.26,34.3916319,-119.5416933,2015-01-06,1,2015
CARP,2015-01-07,0.25,0.31,34.3916319,-119.5416933,2015-01-07,1,2015
CARP,2015-01-08,0.3,0.33,34.3916319,-119.5416933,2015-01-08,1,2015
CARP,2015-01-09,0.39,0.55,34.3916319,-119.5416933,2015-01-09,1,2015
CARP,2015-01-10,0.57,0.63,34.3916319,-119.5416933,2015-01-10,1,2015
CARP,2015-01-11,0.55,0.59,34.3916319,-119.5416933,2015-01-11,1,2015
CARP,2015-01-12,0.56,0.64,34.3916319,-119.5416933,2015-01-12,1,2015
CARP,2015-01-13,0.49,0.6,34.3916319,-119.5416933,2015-01-13,1,2015
CARP,2015-01-14,0.38,0.41,34.3916319,-119.5416933,2015-01-14,1,2015
CARP,2015-01-15,0.47,0.6,34.3916319,-119.5416933,2015-01-15,1,2015
CARP,2015-01-16,0.61,0.71,34.3916319,-119.5416933,2015-01-16,1,2015
CARP,2015-01-17,0.69,0.79,34.3916319,-119.5416933,2015-01-17,1,2015
CARP,2015-01-18,0.61,0.7,34.3916319,-119.5416933,2015-01-18,1,2015
CARP,2015-01-19,0.62,0.68,34.3916319,-119.5416933,2015-01-19,1,2015
CARP,2015-01-20,0.75,0.83,34.3916319,-119.5416933,2015-01-20,1,2015
CARP,2015-01-21,0.73,0.89,34.3916319,-119.5416933,2015-01-21,1,2015
CARP,2015-01-22,0.5,0.61,34.3916319,-119.5416933,2015-01-22,1,2015
CARP,2015-01-23,0.4,0.47,34.3916319,-119.5416933,2015-01-23,1,2015
CARP,2015-01-24,0.65,0.8,34.3916319,-119.5416933,2015-01-24,1,2015
CARP,2015-01-25,0.74,0.85,34.3916319,-119.5416933,2015-01-25,1,2015
CARP,2015-01-26,0.62,0.68,34.3916319,-119.5416933,2015-01-26,1,2015
CARP,2015-01-27,0.74,0.83,34.3916319,-119.5416933,2015-01-27,1,2015
CARP,2015-01-28,0.59,0.68,34.3916319,-119.5416933,2015-01-28,1,2015
CARP,2015-01-29,0.44,0.53,34.3916319,-119.5416933,2015-01-29,1,2015
CARP,2015-01-30,0.41,0.45,34.3916319,-119.5416933,2015-01-30,1,2015
CARP,2015-01-31,0.54,0.71,34.3916319,-119.5416933,2015-01-31,1,2015
CARP,2015-02-01,0.47,0.5,34.3916319,-119.5416933,2015-02-01,2,2015
CARP,2015-02-02,0.45,0.54,34.3916319,-119.5416933,2015-02-02,2,2015
CARP,2015-02-03,0.5,0.59,34.3916319,-119.5416933,2015-02-03,2,2015
CARP,2015-02-04,0.55,0.61,34.3916319,-119.5416933,2015-02-04,2,2015
CARP,2015-02-05,0.39,0.5,34.3916319,-119.5416933,2015-02-05,2,2015
CARP,2015-02-06,0.55,0.91,34.3916319,-119.5416933,2015-02-06,2,2015
CARP,2015-02-07,1.12,1.25,34.3916319,-119.5416933,2015-02-07,2,2015
CARP,2015-02-08,1.08,1.26,34.3916319,-119.5416933,2015-02-08,2,2015
CARP,2015-02-09,1.4,2.4,34.3916319,-119.5416933,2015-02-09,2,2015
CARP,2015-02-10,1.9,2.52,34.3916319,-119.5416933,2015-02-10,2,2015
CARP,2015-02-11,1.17,1.59,34.3916319,-119.5416933,2015-02-11,2,2015
CARP,2015-02-12,0.62,0.79,34.3916319,-119.5416933,2015-02-12,2,2015
CARP,2015-02-13,0.73,0.84,34.3916319,-119.5416933,2015-02-13,2,2015
CARP,2015-02-14,0.74,0.94,34.3916319,-119.5416933,2015-02-14,2,2015
CARP,2015-02-15,0.73,0.79,34.3916319,-119.5416933,2015-02-15,2,2015
CARP,2015-02-16,0.62,0.75,34.3916319,-119.5416933,2015-02-16,2,2015
CARP,2015-02-17,0.44,0.64,34.3916319,-119.5416933,2015-02-17,2,2015
CARP,2015-02-18,0.71,1.25,34.3916319,-119.5416933,2015-02-18,2,2015
CARP,2015-02-19,0.97,1.23,34.3916319,-119.5416933,2015-02-19,2,2015
CARP,2015-02-20,0.63,0.78,34.3916319,-119.5416933,2015-02-20,2,2015
CARP,2015-02-21,0.42,0.56,34.3916319,-119.5416933,2015-02-21,2,2015
CARP,2015-02-22,0.37,0.41,34.3916319,-119.5416933,2015-02-22,2,2015
CARP,2015-02-23,0.48,0.58,34.3916319,-119.5416933,2015-02-23,2,2015
CARP,2015-02-24,0.56,0.68,34.3916319,-119.5416933,2015-02-24,2,2015
CARP,2015-02-25,0.63,0.76,34.3916319,-119.5416933,2015-02-25,2,2015
CARP,2015-02-26,0.71,0.85,34.3916319,-119.5416933,2015-02-26,2,2015
CARP,2015-02-27,0.79,0.99,34.3916319,-119.5416933,2015-02-27,2,2015
CARP,2015-02-28,0.72,1.0,34.3916319,-119.5416933,2015-02-28,2,2015
CARP,2015-03-01,0.41,0.5,34.3916319,-119.5416933,2015-03-01,3,2015
CARP,2015-03-02,0.4,0.44,34.3916319,-119.5416933,2015-03-02,3,2015
CARP,2015-03-03,0.37,0.46,34.3916319,-119.5416933,2015-03-03,3,2015
CARP,2015-03-04,0.53,0.66,34.3916319,-119.5416933,2015-03-04,3,2015
CARP,2015-03-05,0.38,0.43,34.3916319,-119.5416933,2015-03-05,3,2015
CARP,2015-03-06,0.36,0.39,34.3916319,-119.5416933,2015-03-06,3,2015
CARP,2015-03-07,0.35,0.39,34.3916319,-119.5416933,2015-03-07,3,2015
CARP,2015-03-08,0.44,0.57,34.3916319,-119.5416933,2015-03-08,3,2015
CARP,2015-03-09,0.45,0.57,34.3916319,-119.5416933,2015-03-09,3,2015
CARP,2015-03-10,0.34,0.38,34.3916319,-119.5416933,2015-03-10,3,2015
CARP,2015-03-11,0.3,0.32,34.3916319,-119.5416933,2015-03-11,3,2015
CARP,2015-03-12,0.4,0.51,34.3916319,-119.5416933,2015-03-12,3,2015
CARP,2015-03-13,0.53,0.58,34.3916319,-119.5416933,2015-03-13,3,2015
CARP,2015-03-14,0.49,0.56,34.3916319,-119.5416933,2015-03-14,3,2015
CARP,2015-03-15,0.38,0.43,34.3916319,-119.5416933,2015-03-15,3,2015
CARP,2015-03-16,0.44,0.47,34.3916319,-119.5416933,2015-03-16,3,2015
CARP,2015-03-17,0.56,0.63,34.3916319,-119.5416933,2015-03-17,3,2015
CARP,2015-03-18,0.67,0.77,34.3916319,-119.5416933,2015-03-18,3,2015
CARP,2015-03-19,0.65,0.68,34.3916319,-119.5416933,2015-03-19,3,2015
CARP,2015-03-20,0.6,0.69,34.3916319,-119.5416933,2015-03-20,3,2015
CARP,2015-03-21,0.59,0.64,34.3916319,-119.5416933,2015-03-21,3,2015
CARP,2015-03-22,0.65,0.79,34.3916319,-119.5416933,2015-03-22,3,2015
CARP,2015-03-23,0.75,1.03,34.3916319,-119.5416933,2015-03-23,3,2015
CARP,2015-03-24,0.92,1.11,34.3916319,-119.5416933,2015-03-24,3,2015
CARP,2015-03-25,0.89,0.99,34.3916319,-119.5416933,2015-03-25,3,2015
CARP,2015-03-26,0.72,0.78,34.3916319,-119.5416933,2015-03-26,3,2015
CARP,2015-03-27,0.6,0.67,34.3916319,-119.5416933,2015-03-27,3,2015
CARP,2015-03-28,0.76,0.8,34.3916319,-119.5416933,2015-03-28,3,2015
CARP,2015-03-29,0.73,0.82,34.3916319,-119.5416933,2015-03-29,3,2015
CARP,2015-03-30,0.73,0.8,34.3916319,-119.5416933,2015-03-30,3,2015
CARP,2015-03-31,0.81,0.94,34.3916319,-119.5416933,2015-03-31,3,2015
CARP,2015-10-01,0.67,0.93,34.3916319,-119.5416933,2015-10-01,10,2015
CARP,2015-10-02,0.7,0.93,34.3916319,-119.5416933,2015-10-02,10,2015
CARP,2015-10-03,0.72,0.89,34.3916319,-119.5416933,2015-10-03,10,2015
CARP,2015-10-04,0.84,1.05,34.3916319,-119.5416933,2015-10-04,10,2015
CARP,2015-10-05,0.52,0.77,34.3916319,-119.5416933,2015-10-05,10,2015
CARP,2015-10-06,0.34,0.4,34.3916319,-119.5416933,2015-10-06,10,2015
CARP,2015-10-07,0.48,0.58,34.3916319,-119.5416933,2015-10-07,10,2015
CARP,2015-10-08,0.54,0.73,34.3916319,-119.5416933,2015-10-08,10,2015
CARP,2015-10-09,0.52,0.59,34.3916319,-119.5416933,2015-10-09,10,2015
CARP,2015-10-10,0.65,0.77,34.3916319,-119.5416933,2015-10-10,10,2015
CARP,2015-10-11,0.82,0.9,34.3916319,-119.5416933,2015-10-11,10,2015
CARP,2015-10-12,0.78,0.95,34.3916319,-119.5416933,2015-10-12,10,2015
CARP,2015-10-13,0.59,0.66,34.3916319,-119.5416933,2015-10-13,10,2015
CARP,2015-10-14,0.58,0.62,34.3916319,-119.5416933,2015-10-14,10,2015
CARP,2015-10-15,0.55,0.59,34.3916319,-119.5416933,2015-10-15,10,2015
CARP,2015-10-16,0.59,0.65,34.3916319,-119.5416933,2015-10-16,10,2015
CARP,2015-10-17,0.49,0.6,34.3916319,-119.5416933,2015-10-17,10,2015
CARP,2015-10-18,0.7,0.94,34.3916319,-119.5416933,2015-10-18,10,2015
CARP,2015-10-19,0.94,1.14,34.3916319,-119.5416933,2015-10-19,10,2015
CARP,2015-10-20,0.92,1.01,34.3916319,-119.5416933,2015-10-20,10,2015
CARP,2015-10-21,0.83,1.1,34.3916319,-119.5416933,2015-10-21,10,2015
CARP,2015-10-22,0.7,0.94,34.3916319,-119.5416933,2015-10-22,10,2015
CARP,2015-10-23,0.52,0.6,34.3916319,-119.5416933,2015-10-23,10,2015
CARP,2015-10-24,0.57,0.65,34.3916319,-119.5416933,2015-10-24,10,2015
CARP,2015-10-25,0.47,0.52,34.3916319,-119.5416933,2015-10-25,10,2015
CARP,2015-10-26,0.56,0.62,34.3916319,-119.5416933,2015-10-26,10,2015
CARP,2015-10-27,0.53,0.57,34.3916319,-119.5416933,2015-10-27,10,2015
CARP,2015-10-28,0.66,0.88,34.3916319,-119.5416933,2015-10-28,10,2015
CARP,2015-10-29,0.9,1.08,34.3916319,-119.5416933,2015-10-29,10,2015
CARP,2015-10-30,0.73,1.08,34.3916319,-119.5416933,2015-10-30,10,2015
CARP,2015-10-31,0.63,0.75,34.3916319,-119.5416933,2015-10-31,10,2015
CARP,2015-11-01,0.64,0.71,34.3916319,-119.5416933,2015-11-01,11,2015
CARP,2015-11-02,0.81,0.93,34.3916319,-119.5416933,2015-11-02,11,2015
CARP,2015-11-03,0.83,0.93,34.3916319,-119.5416933,2015-11-03,11,2015
